IMU_POSE_0,Sync_imu_0,IMU_POSE_1,Sync_imu_1,IMU_POSE_2,Sync_imu_2,IMU_POSE_3,Sync_imu_3,IMU_POSE_4,Sync_imu_4
0.013758420944213867,2.209594964981079,0.0056040287017822266,2.19893217086792,0.01914191246032715,2.1989693641662598,0.019063711166381836,2.2041335105895996,0.08383011817932129,2.209292411804199
0.018877506256103516,2.209622383117676,0.005885124206542969,2.209348440170288,0.024287700653076172,2.2094295024871826,0.04541730880737305,2.2147274017333984,0.0838313102722168,2.2093214988708496
0.02975177764892578,2.227558135986328,0.024337291717529297,2.227591037750244,0.04538154602050781,2.2328379154205322,0.0458221435546875,2.2276227474212646,0.1167294979095459,2.23289155960083
0.045914649963378906,2.2486014366149902,0.045511484146118164,2.2488884925842285,0.06268596649169922,2.2486822605133057,0.05723309516906738,2.2433295249938965,0.11693024635314941,2.24336838722229
0.045935869216918945,2.259033679962158,0.0456242561340332,2.259167432785034,0.06271719932556152,2.2590694427490234,0.06787228584289551,2.2591030597686768,0.11693096160888672,2.2591946125030518
0.06265377998352051,2.2759671211242676,0.05719256401062012,2.275906801223755,0.06785202026367188,2.2760567665100098,0.0678870677947998,2.286578416824341,0.1274123191833496,2.2759358882904053
0.08375048637390137,2.286468029022217,0.07326197624206543,2.286512851715088,0.0731818675994873,2.2917287349700928,0.08385968208312988,2.3073933124542236,0.1274280548095703,2.286545515060425
0.08376812934875488,2.3021011352539062,0.07843399047851562,2.307283878326416,0.08395504951477051,2.3021352291107178,0.09960460662841797,2.3074183464050293,0.14356064796447754,2.307349920272827
0.09964442253112793,2.3271777629852295,0.0836801528930664,2.3178513050079346,0.09955024719238281,2.317811965942383,0.10480761528015137,2.342763662338257,0.16455078125,2.317889451980591
0.11682319641113281,2.3376431465148926,0.11138391494750977,2.3323519229888916,0.10476303100585938,2.3429205417633057,0.11689114570617676,2.342799425125122,0.18484711647033691,2.337564706802368
0.12210464477539062,2.3480942249298096,0.11142110824584961,2.3481497764587402,0.11685705184936523,2.348245859146118,0.11699438095092773,2.374148368835449,0.19010496139526367,2.358217716217041
0.12750697135925293,2.3742783069610596,0.1169736385345459,2.363457202911377,0.12737011909484863,2.3634212017059326,0.13282012939453125,2.3743133544921875,0.19013643264770508,2.3739805221557617
0.13287997245788574,2.390129566192627,0.13285064697265625,2.384834051132202,0.12753081321716309,2.384918689727783,0.14881682395935059,2.390240430831909,0.19662261009216309,2.37966251373291
0.14320111274719238,2.3954694271087646,0.13803768157958984,2.3955366611480713,0.1487877368927002,2.405998706817627,0.18487858772277832,2.4006619453430176,0.22259926795959473,2.4006307125091553
0.1592271327972412,2.4150068759918213,0.14868426322937012,2.4147844314575195,0.14897608757019043,2.4149346351623535,0.19003748893737793,2.414815664291382,0.2331085205078125,2.414842367172241
0.16451597213745117,2.4255785942077637,0.1490011215209961,2.4360835552215576,0.15927577018737793,2.4361627101898193,0.19023561477661133,2.4307963848114014,0.2953615188598633,2.4307520389556885
0.1795024871826172,2.4414918422698975,0.164475679397583,2.451995372772217,0.18490982055664062,2.4627432823181152,0.19023633003234863,2.4415364265441895,0.3007090091705322,2.4415626525878906
0.18493890762329102,2.462692975997925,0.18480825424194336,2.45725417137146,0.19665193557739258,2.4679598808288574,0.1965477466583252,2.457287073135376,0.30070996284484863,2.462498664855957
0.19017505645751953,2.473078966140747,0.19006896018981934,2.4783780574798584,0.1967144012451172,2.473198652267456,0.19658899307250977,2.4732320308685303,0.30071043968200684,2.473294258117676
0.2018742561340332,2.4941554069519043,0.20707273483276367,2.5099472999572754,0.2174968719482422,2.489036798477173,0.20710086822509766,2.504703998565674,0.30071067810058594,2.489062786102295
0.21745896339416504,2.509866237640381,0.21220684051513672,2.5153427124023438,0.23830103874206543,2.5046281814575195,0.222642183303833,2.5100347995758057,0.30071091651916504,2.509906768798828
0.2227334976196289,2.5247628688812256,0.21223092079162598,2.524801254272461,0.24846959114074707,2.524528741836548,0.22292065620422363,2.524569272994995,0.30594635009765625,2.534738779067993
0.23313593864440918,2.5398972034454346,0.22277259826660156,2.5451087951660156,0.2693772315979004,2.5609443187713623,0.2900705337524414,2.539926767349243,0.30594706535339355,2.5503971576690674
0.2537202835083008,2.555696964263916,0.26403069496154785,2.5608835220336914,0.2693781852722168,2.566049814224243,0.29010868072509766,2.571270227432251,0.30594730377197266,2.5608277320861816
0.2641119956970215,2.5974555015563965,0.26405858993530273,2.5661075115203857,0.27956533432006836,2.592053174972534,0.3005354404449463,2.5763838291168213,0.31119608879089355,2.566153049468994
0.2641732692718506,2.607586622238159,0.26407742500305176,2.586860418319702,0.290147066116333,2.5920982360839844,0.3005368709564209,2.581650495529175,0.33252596855163574,2.5922014713287354
0.2641901969909668,2.607966184616089,0.2848670482635498,2.597395658493042,0.2901477813720703,2.608025074005127,0.3005375862121582,2.6075246334075928,0.33763790130615234,2.597423791885376
0.2849295139312744,2.6189637184143066,0.2848935127258301,2.613812208175659,0.29524731636047363,2.613878011703491,0.3005380630493164,2.61907958984375,0.3428490161895752,2.619044303894043
0.30060410499572754,2.6293587684631348,0.3005681037902832,2.629523515701294,0.29527950286865234,2.629640579223633,0.32691001892089844,2.6293914318084717,0.35834741592407227,2.6294760704040527
0.3006265163421631,2.646690845489502,0.3007686138153076,2.6467230319976807,0.3008229732513428,2.6468617916107178,0.3269386291503906,2.6467573642730713,0.3584120273590088,2.6468231678009033
0.311124324798584,2.6678619384765625,0.3059861660003662,2.6625351905822754,0.31644153594970703,2.6626136302948,0.3270747661590576,2.6625752449035645,0.3741765022277832,2.667820930480957
0.34294843673706055,2.680198907852173,0.31647539138793945,2.6904847621917725,0.3324425220489502,2.6801371574401855,0.332378625869751,2.6801705360412598,0.39133453369140625,2.706108570098877
0.36364102363586426,2.7062482833862305,0.33247852325439453,2.7009854316711426,0.34291911125183105,2.6905975341796875,0.3583855628967285,2.701014995574951,0.39144372940063477,2.711336135864258
0.36379551887512207,2.7115488052368164,0.3376805782318115,2.721090793609619,0.3480875492095947,2.711610794067383,0.3689899444580078,2.7061519622802734,0.40730905532836914,2.7115001678466797
0.3638341426849365,2.7211248874664307,0.3481302261352539,2.7262747287750244,0.35324931144714355,2.7210283279418945,0.37421226501464844,2.726355791091919,0.42293214797973633,2.721060037612915
0.36383485794067383,2.7421441078186035,0.3532140254974365,2.7422468662261963,0.36372923851013184,2.742180109024048,0.37964415550231934,2.7369415760040283,0.42296695709228516,2.7369725704193115
0.37409543991088867,2.7528586387634277,0.363666296005249,2.752892017364502,0.379408597946167,2.7527902126312256,0.38477587699890137,2.7528252601623535,0.4383723735809326,2.7580459117889404
0.3913710117340088,2.768422842025757,0.37943387031555176,2.7683918476104736,0.37955760955810547,2.768472909927368,0.3970763683319092,2.7789669036865234,0.43840980529785156,2.7735910415649414
0.39139556884765625,2.7841837406158447,0.3795130252838135,2.7842154502868652,0.39699578285217285,2.792067289352417,0.4021728038787842,2.7843129634857178,0.4645264148712158,2.7842390537261963
0.41252923011779785,2.8076977729797363,0.3970351219177246,2.7973759174346924,0.41256189346313477,2.7972323894500732,0.4178032875061035,2.8077218532562256,0.46968603134155273,2.7972571849823
0.44356727600097656,2.8130106925964355,0.41260671615600586,2.8129799365997314,0.42806458473205566,2.8130362033843994,0.43323564529418945,2.828490972518921,0.4698359966278076,2.818176031112671
0.448697566986084,2.828601837158203,0.4126410484313965,2.82873797416687,0.4281003475189209,2.828697919845581,0.4644663333892822,2.8391542434692383,0.48097777366638184,2.828768014907837
0.4539494514465332,2.8453848361968994,0.43326663970947266,2.8453516960144043,0.4331991672515869,2.850534439086914,0.46458911895751953,2.8454113006591797,0.5013668537139893,2.850559711456299
0.4539501667022705,2.8607497215270996,0.44875526428222656,2.8714358806610107,0.4435293674468994,2.8661956787109375,0.46974992752075195,2.860774517059326,0.5064709186553955,2.860797643661499
0.45399904251098633,2.876626491546631,0.4538991451263428,2.892369508743286,0.45912694931030273,2.876661777496338,0.46975111961364746,2.8818483352661133,0.5168912410736084,2.8766911029815674
0.46444034576416016,2.892310619354248,0.4591834545135498,2.8924546241760254,0.464491605758667,2.8922040462493896,0.4757993221282959,2.8924336433410645,0.5375192165374756,2.8922338485717773
0.4645662307739258,2.9079062938690186,0.4643683433532715,2.913210391998291,0.4809412956237793,2.913170576095581,0.5012896060943604,2.907937526702881,0.5427188873291016,2.9079642295837402
0.4808933734893799,2.923794984817505,0.4757223129272461,2.9326109886169434,0.49605894088745117,2.943190097808838,0.5116162300109863,2.923823356628418,0.5479323863983154,2.923858165740967
0.5013277530670166,2.9430840015411377,0.49088573455810547,2.9485433101654053,0.4960811138153076,2.9482827186584473,0.5117056369781494,2.9483895301818848,0.5732519626617432,2.943027973175049
0.516956090927124,2.959226131439209,0.4909024238586426,2.959146499633789,0.5065078735351562,2.9591901302337646,0.5169277191162109,2.974911689758301,0.5783472061157227,2.9644057750701904
0.5271871089935303,2.9854836463928223,0.5116422176361084,2.9856154918670654,0.5116775035858154,2.974936008453369,0.5220968723297119,2.980185031890869,0.5784018039703369,2.9749765396118164
0.5479905605316162,2.985647439956665,0.5220458507537842,2.990908145904541,0.5323226451873779,2.9855289459228516,0.5375840663909912,2.9855635166168213,0.5940062999725342,2.9907915592193604
0.5531814098358154,3.0013785362243652,0.5272085666656494,3.0014119148254395,0.5478739738464355,3.001715660095215,0.5426862239837646,3.0014705657958984,0.6044394969940186,3.011600971221924
0.5627567768096924,3.0273590087890625,0.5323483943939209,3.0168304443359375,0.5478987693786621,3.016951560974121,0.5532305240631104,3.0273282527923584,0.60455322265625,3.016864776611328
0.5627574920654297,3.032614231109619,0.5680530071258545,3.032655715942383,0.5627853870391846,3.0382299423217773,0.5681087970733643,3.0326905250549316,0.609677791595459,3.0380196571350098
0.5732223987579346,3.051820993423462,0.588698148727417,3.051917791366577,0.5680103302001953,3.067378044128418,0.5887799263000488,3.0622198581695557,0.6253695487976074,3.0518534183502197
0.5835363864898682,3.067411422729492,0.5888261795043945,3.0674636363983154,0.5731947422027588,3.067559003829956,0.5888519287109375,3.0782220363616943,0.6409351825714111,3.067641496658325
0.5835778713226318,3.0836126804351807,0.5939648151397705,3.0833866596221924,0.588721752166748,3.0781264305114746,0.5940549373626709,3.088710069656372,0.6462173461914062,3.0834226608276367
0.6044743061065674,3.094055414199829,0.593966007232666,3.093993663787842,0.5992929935455322,3.094024181365967,0.5992646217346191,3.094155788421631,0.6516032218933105,3.0940802097320557
