,0,1,2,3,4
1215,1672248937.5259488,1672248937.526504,1672248937.5274332,1672248937.5194566,1672248937.527685
1216,1672248937.5414066,1672248937.5421808,1672248937.5435603,1672248937.5351171,1672248937.5433896
1217,1672248937.557329,1672248937.5574796,1672248937.5435603,1672248937.5507712,1672248937.5591543
1218,1672248937.557329,1672248937.5574796,1672248937.559823,1672248937.5507712,1672248937.559665
1219,1672248937.573459,1672248937.572619,1672248937.575048,1672248937.5664132,1672248937.57511
1220,1672248937.573459,1672248937.572619,1672248937.575048,1672248937.5664132,1672248937.5754454
1221,1672248937.5889316,1672248937.5882936,1672248937.575048,1672248937.5824852,1672248937.5909486
1222,1672248937.6050115,1672248937.6035979,1672248937.5925906,1672248937.598003,1672248937.6059222
1223,1672248937.6050115,1672248937.6035979,1672248937.607396,1672248937.598003,1672248937.6078463
1224,1672248937.6196249,1672248937.6187222,1672248937.607396,1672248937.613501,1672248937.6215048
1225,1672248937.6349885,1672248937.6346498,1672248937.6235802,1672248937.6283803,1672248937.6377556
1226,1672248937.6349885,1672248937.6346498,1672248937.6235802,1672248937.6283803,1672248937.6393087
1227,1672248937.651158,1672248937.6501691,1672248937.6409624,1672248937.6441252,1672248937.6535637
1228,1672248937.6662133,1672248937.6660154,1672248937.655196,1672248937.6601157,1672248937.6694357
1229,1672248937.6662133,1672248937.6660154,1672248937.6713781,1672248937.6601157,1672248937.6708562
1230,1672248937.6812315,1672248937.681474,1672248937.6713781,1672248937.675536,1672248937.6854682
1231,1672248937.6812315,1672248937.681474,1672248937.6880946,1672248937.675536,1672248937.6872814
1232,1672248937.6968021,1672248937.6965625,1672248937.6880946,1672248937.6911783,1672248937.7008574
1233,1672248937.712289,1672248937.7125926,1672248937.7032452,1672248937.7064028,1672248937.7163603
1234,1672248937.712289,1672248937.7125926,1672248937.7032452,1672248937.7064028,1672248937.7177882
1235,1672248937.7280848,1672248937.7276254,1672248937.7193706,1672248937.7217503,1672248937.7315273
1236,1672248937.7453496,1672248937.7428527,1672248937.7348146,1672248937.7364347,1672248937.7465973
1237,1672248937.7453496,1672248937.7428527,1672248937.7348146,1672248937.7364347,1672248937.748222
1238,1672248937.7604167,1672248937.758317,1672248937.7511802,1672248937.752835,1672248937.762524
1239,1672248937.7757483,1672248937.7738767,1672248937.7668257,1672248937.7671452,1672248937.777643
1240,1672248937.7757483,1672248937.7738767,1672248937.7668257,1672248937.7671452,1672248937.7792811
1241,1672248937.7915592,1672248937.7902768,1672248937.7818747,1672248937.78227,1672248937.7936194
1242,1672248937.8070014,1672248937.804959,1672248937.7977984,1672248937.7986636,1672248937.809313
1243,1672248937.8070014,1672248937.804959,1672248937.7977984,1672248937.7986636,1672248937.810845
1244,1672248937.8233886,1672248937.821435,1672248937.8138204,1672248937.8144448,1672248937.8257108
1245,1672248937.8233886,1672248937.821435,1672248937.8138204,1672248937.8144448,1672248937.8278759
1246,1672248937.8388295,1672248937.8370721,1672248937.8300998,1672248937.8299139,1672248937.8414483
1247,1672248937.8540246,1672248937.8520033,1672248937.8454783,1672248937.8452716,1672248937.8571305
1248,1672248937.8540246,1672248937.8520033,1672248937.8454783,1672248937.8452716,1672248937.8584971
1249,1672248937.8693812,1672248937.8672607,1672248937.8614726,1672248937.861742,1672248937.87185
1250,1672248937.8850386,1672248937.8826427,1672248937.8775897,1672248937.877296,1672248937.8875482
1251,1672248937.8850386,1672248937.8826427,1672248937.8775897,1672248937.877296,1672248937.8895228
1252,1672248937.9004993,1672248937.8989692,1672248937.893804,1672248937.8928423,1672248937.9034894
1253,1672248937.9155118,1672248937.914974,1672248937.9097176,1672248937.9081686,1672248937.9197211
1254,1672248937.9155118,1672248937.914974,1672248937.9097176,1672248937.9081686,1672248937.9212239
1255,1672248937.931535,1672248937.9309173,1672248937.925675,1672248937.9245358,1672248937.9344938
1256,1672248937.946375,1672248937.9469495,1672248937.9404492,1672248937.9405713,1672248937.9503608
1257,1672248937.946375,1672248937.9469495,1672248937.9404492,1672248937.9405713,1672248937.9505901
1258,1672248937.9622166,1672248937.9623253,1672248937.9560835,1672248937.9552388,1672248937.9659739
1259,1672248937.9622166,1672248937.9623253,1672248937.9560835,1672248937.9552388,1672248937.9661715
1260,1672248937.9773707,1672248937.9777193,1672248937.9722307,1672248937.970444,1672248937.9811935
1261,1672248937.9931967,1672248937.9936965,1672248937.9880753,1672248937.9856029,1672248937.9967375
1262,1672248937.9931967,1672248937.9936965,1672248937.9880753,1672248937.9856029,1672248937.9982426
1263,1672248938.0082557,1672248938.0089993,1672248938.0045846,1672248938.0016034,1672248938.0129802
1264,1672248938.02332,1672248938.023934,1672248938.020593,1672248938.0163252,1672248938.028181
1265,1672248938.02332,1672248938.023934,1672248938.020593,1672248938.0163252,1672248938.0294127
1266,1672248938.0385308,1672248938.039136,1672248938.0358706,1672248938.0318983,1672248938.043327
1267,1672248938.0547826,1672248938.0547194,1672248938.051033,1672248938.0478778,1672248938.059263
1268,1672248938.0547826,1672248938.0547194,1672248938.051033,1672248938.0478778,1672248938.06093
1269,1672248938.0710907,1672248938.0712574,1672248938.0672016,1672248938.0637634,1672248938.0745976
1270,1672248938.0869625,1672248938.0862036,1672248938.0833297,1672248938.078349,1672248938.08974
1271,1672248938.0869625,1672248938.0862036,1672248938.0833297,1672248938.078349,1672248938.090847
1272,1672248938.1030397,1672248938.1009529,1672248938.0990407,1672248938.0943453,1672248938.1047032
1273,1672248938.118798,1672248938.1162207,1672248938.1152396,1672248938.1099522,1672248938.1209772
1274,1672248938.118798,1672248938.1162207,1672248938.1152396,1672248938.1099522,1672248938.1229622
1275,1672248938.1342463,1672248938.1318963,1672248938.1301835,1672248938.1254125,1672248938.1361787
1276,1672248938.1342463,1672248938.1318963,1672248938.1301835,1672248938.1254125,1672248938.1374605
1277,1672248938.149324,1672248938.1478171,1672248938.1457837,1672248938.1413834,1672248938.151002
1278,1672248938.1647518,1672248938.1628015,1672248938.1618085,1672248938.1568944,1672248938.167066
1279,1672248938.1647518,1672248938.1628015,1672248938.1618085,1672248938.1568944,1672248938.1689544
1280,1672248938.180956,1672248938.179359,1672248938.1779063,1672248938.1724968,1672248938.1825323
1281,1672248938.1968749,1672248938.1951795,1672248938.1934984,1672248938.1886268,1672248938.1981566
1282,1672248938.1968749,1672248938.1951795,1672248938.1934984,1672248938.1886268,1672248938.2001143
1283,1672248938.213077,1672248938.211163,1672248938.208801,1672248938.2043047,1672248938.214371
1284,1672248938.2278254,1672248938.2259052,1672248938.224962,1672248938.2216356,1672248938.2292836
1285,1672248938.2278254,1672248938.2259052,1672248938.224962,1672248938.2216356,1672248938.2305408
1286,1672248938.2433853,1672248938.2425363,1672248938.2410274,1672248938.2360845,1672248938.2446942
1287,1672248938.258468,1672248938.2575302,1672248938.2567322,1672248938.2518897,1672248938.2607243
1288,1672248938.258468,1672248938.2575302,1672248938.2567322,1672248938.2518897,1672248938.2618768
1289,1672248938.2739637,1672248938.2734542,1672248938.273195,1672248938.266901,1672248938.2761092
1290,1672248938.2739637,1672248938.2734542,1672248938.273195,1672248938.266901,1672248938.277584
1291,1672248938.28923,1672248938.288974,1672248938.2886918,1672248938.2823997,1672248938.2918897
1292,1672248938.3051624,1672248938.3040226,1672248938.3048537,1672248938.298347,1672248938.3073869
1293,1672248938.3051624,1672248938.3040226,1672248938.3048537,1672248938.298347,1672248938.3087382
1294,1672248938.3209157,1672248938.3203297,1672248938.321211,1672248938.314574,1672248938.3231544
1295,1672248938.3362768,1672248938.3360307,1672248938.3366597,1672248938.330075,1672248938.3383756
1296,1672248938.3362768,1672248938.3360307,1672248938.3366597,1672248938.330075,1672248938.3398077
1297,1672248938.3521795,1672248938.3514235,1672248938.3529103,1672248938.3458264,1672248938.3533275
1298,1672248938.3672678,1672248938.3670642,1672248938.3675811,1672248938.3616624,1672248938.3690627
1299,1672248938.3672678,1672248938.3670642,1672248938.3675811,1672248938.3616624,1672248938.370462
1300,1672248938.3837478,1672248938.3832555,1672248938.3838634,1672248938.3760374,1672248938.3843353
1301,1672248938.3988538,1672248938.398582,1672248938.3996978,1672248938.3927069,1672248938.400266
1302,1672248938.3988538,1672248938.398582,1672248938.3996978,1672248938.3927069,1672248938.402092
1303,1672248938.4151907,1672248938.4130445,1672248938.4144025,1672248938.4081795,1672248938.4155617
1304,1672248938.4151907,1672248938.4130445,1672248938.4144025,1672248938.4081795,1672248938.4170477
1305,1672248938.4310887,1672248938.4288776,1672248938.4308293,1672248938.4245615,1672248938.431276
1306,1672248938.4460454,1672248938.444076,1672248938.4464087,1672248938.4399354,1672248938.4466076
1307,1672248938.4460454,1672248938.444076,1672248938.4464087,1672248938.4399354,1672248938.447305
1308,1672248938.4615116,1672248938.4605331,1672248938.4624302,1672248938.4552846,1672248938.4629586
1309,1672248938.477113,1672248938.4751906,1672248938.4780571,1672248938.4712026,1672248938.4787393
1310,1672248938.477113,1672248938.4751906,1672248938.4780571,1672248938.4712026,1672248938.480474
1311,1672248938.4926534,1672248938.4910579,1672248938.494314,1672248938.486817,1672248938.4950628
1312,1672248938.5076644,1672248938.5060446,1672248938.5102067,1672248938.5031493,1672248938.5104053
1313,1672248938.5076644,1672248938.5060446,1672248938.5122411,1672248938.5031493,1672248938.5119836
1314,1672248938.5076644,1672248938.5314279,1672248938.5315478,1672248938.5180793,1672248938.5316305
1315,1672248938.5344343,1672248938.5314279,1672248938.5315478,1672248938.5180793,1672248938.5353324
1316,1672248938.537962,1672248938.5377061,1672248938.5315478,1672248938.535761,1672248938.5411544
1317,1672248938.5544682,1672248938.552184,1672248938.5418656,1672248938.5501344,1672248938.5566597
1318,1672248938.5544682,1672248938.552184,1672248938.558138,1672248938.5501344,1672248938.55837
1319,1672248938.5707169,1672248938.5682247,1672248938.558138,1672248938.5659492,1672248938.5719242
1320,1672248938.5856218,1672248938.5829248,1672248938.5740602,1672248938.5814126,1672248938.5874474
1321,1672248938.5856218,1672248938.5829248,1672248938.5901992,1672248938.5814126,1672248938.5884972
1322,1672248938.602175,1672248938.598244,1672248938.5908144,1672248938.597022,1672248938.6030784
1323,1672248938.6172426,1672248938.6140187,1672248938.6061442,1672248938.6127212,1672248938.6192164
1324,1672248938.6172426,1672248938.6140187,1672248938.6061442,1672248938.6127212,1672248938.620811
1325,1672248938.632679,1672248938.629587,1672248938.6224597,1672248938.628474,1672248938.6336002
1326,1672248938.647966,1672248938.6451352,1672248938.6377401,1672248938.6443205,1672248938.6492355
1327,1672248938.647966,1672248938.6451352,1672248938.6377401,1672248938.6443205,1672248938.6507099
1328,1672248938.6639569,1672248938.6599615,1672248938.653909,1672248938.6611807,1672248938.66421
1329,1672248938.68117,1672248938.6752083,1672248938.6697917,1672248938.6763628,1672248938.6796548
1330,1672248938.68117,1672248938.6752083,1672248938.6697917,1672248938.6763628,1672248938.6824
1331,1672248938.6949396,1672248938.6909394,1672248938.6854196,1672248938.6919858,1672248938.6959462
1332,1672248938.6949396,1672248938.6909394,1672248938.6854196,1672248938.6919858,1672248938.6976178
1333,1672248938.7105007,1672248938.7061276,1672248938.7016065,1672248938.7068262,1672248938.7117193
1334,1672248938.7259114,1672248938.7213588,1672248938.7174766,1672248938.72241,1672248938.7268999
1335,1672248938.7259114,1672248938.7213588,1672248938.7174766,1672248938.72241,1672248938.728213
1336,1672248938.7410688,1672248938.7372866,1672248938.733639,1672248938.7371998,1672248938.7421293
1337,1672248938.7570546,1672248938.752115,1672248938.749299,1672248938.7525432,1672248938.7578297
1338,1672248938.7570546,1672248938.752115,1672248938.749299,1672248938.7525432,1672248938.7588255
1339,1672248938.7726724,1672248938.7679257,1672248938.7654908,1672248938.768247,1672248938.7735848
1340,1672248938.7879791,1672248938.7839246,1672248938.780718,1672248938.7845645,1672248938.789706
1341,1672248938.7879791,1672248938.7839246,1672248938.780718,1672248938.7845645,1672248938.792015
1342,1672248938.80379,1672248938.800077,1672248938.796341,1672248938.800412,1672248938.804532
1343,1672248938.819545,1672248938.8154092,1672248938.8123698,1672248938.8152213,1672248938.82031
1344,1672248938.819545,1672248938.8154092,1672248938.8123698,1672248938.8152213,1672248938.8208237
1345,1672248938.835194,1672248938.831644,1672248938.8282685,1672248938.8309011,1672248938.8360472
1346,1672248938.835194,1672248938.831644,1672248938.8282685,1672248938.8309011,1672248938.8370485
1347,1672248938.8509386,1672248938.8468833,1672248938.8444061,1672248938.846197,1672248938.8511586
1348,1672248938.8509386,1672248938.8627896,1672248938.8606188,1672248938.861674,1672248938.8665361
1349,1672248938.868264,1672248938.8627896,1672248938.8606188,1672248938.861674,1672248938.868631
1350,1672248938.868264,1672248938.8788116,1672248938.8759816,1672248938.876632,1672248938.8816922
1351,1672248938.8834624,1672248938.8939977,1672248938.8921225,1672248938.8930435,1672248938.8968968
1352,1672248938.8989112,1672248938.8939977,1672248938.8921225,1672248938.8930435,1672248938.898579
1353,1672248938.8989112,1672248938.909081,1672248938.9075985,1672248938.90873,1672248938.9120555
1354,1672248938.9144502,1672248938.9247296,1672248938.9240828,1672248938.9243848,1672248938.9276779
1355,1672248938.9144502,1672248938.9247296,1672248938.9240828,1672248938.9243848,1672248938.9286618
1356,1672248938.9303432,1672248938.940989,1672248938.9404824,1672248938.9412162,1672248938.9430707
1357,1672248938.9458432,1672248938.9561262,1672248938.9559097,1672248938.955623,1672248938.9580836
1358,1672248938.9458432,1672248938.9561262,1672248938.9559097,1672248938.955623,1672248938.9590569
1359,1672248938.962026,1672248938.971421,1672248938.9719534,1672248938.9704995,1672248938.9742978
1360,1672248938.9773831,1672248938.9876893,1672248938.9878795,1672248938.986225,1672248938.989501
1361,1672248938.9773831,1672248938.9876893,1672248938.9878795,1672248938.986225,1672248938.9907818
1362,1672248938.9936004,1672248939.0028331,1672248939.0037553,1672248939.002474,1672248939.004638
1363,1672248939.0081093,1672248939.0194488,1672248939.0199382,1672248939.017548,1672248939.0207376
1364,1672248939.0081093,1672248939.0194488,1672248939.0199382,1672248939.017548,1672248939.0219615
1365,1672248939.0242434,1672248939.0350013,1672248939.0347958,1672248939.0336564,1672248939.0362308
1366,1672248939.0242434,1672248939.0350013,1672248939.0347958,1672248939.0336564,1672248939.0376415
1367,1672248939.0395508,1672248939.050771,1672248939.0503538,1672248939.0493698,1672248939.0512893
1368,1672248939.0555892,1672248939.0663035,1672248939.0503538,1672248939.0652573,1672248939.0664613
1369,1672248939.0555892,1672248939.0663035,1672248939.067744,1672248939.0652573,1672248939.06819
1370,1672248939.0711033,1672248939.0825136,1672248939.0818424,1672248939.081474,1672248939.0820737
1371,1672248939.0871384,1672248939.0994966,1672248939.0974386,1672248939.096651,1672248939.0977132
1372,1672248939.0871384,1672248939.0994966,1672248939.0974386,1672248939.096651,1672248939.1003513
1373,1672248939.1024656,1672248939.0994966,1672248939.1137018,1672248939.1125546,1672248939.113937
1374,1672248939.1179645,1672248939.114904,1672248939.1137018,1672248939.1277816,1672248939.1290379
1375,1672248939.1179645,1672248939.1312037,1672248939.1308079,1672248939.1277816,1672248939.1295888
1376,1672248939.1331825,1672248939.1455104,1672248939.1459422,1672248939.143725,1672248939.1444066
1377,1672248939.14903,1672248939.1455104,1672248939.1459422,1672248939.1607919,1672248939.160267
1378,1672248939.14903,1672248939.1618729,1672248939.1630945,1672248939.1607919,1672248939.1627064
1379,1672248939.1651676,1672248939.175955,1672248939.1630945,1672248939.175272,1672248939.1763666
1380,1672248939.1651676,1672248939.175955,1672248939.1630945,1672248939.175272,1672248939.1776943
1381,1672248939.1811132,1672248939.192402,1672248939.1785083,1672248939.1905103,1672248939.1926265
1382,1672248939.197352,1672248939.2084022,1672248939.1941917,1672248939.2054257,1672248939.2067869
1383,1672248939.197352,1672248939.2084022,1672248939.2094293,1672248939.2054257,1672248939.2089517
1384,1672248939.213186,1672248939.2084022,1672248939.2094293,1672248939.2205422,1672248939.2222264
1385,1672248939.2282727,1672248939.2239764,1672248939.2252283,1672248939.2356627,1672248939.237858
1386,1672248939.2282727,1672248939.240496,1672248939.2412553,1672248939.2356627,1672248939.23958
1387,1672248939.2437844,1672248939.240496,1672248939.2412553,1672248939.2511642,1672248939.2526808
1388,1672248939.2591622,1672248939.254924,1672248939.2570355,1672248939.2659514,1672248939.2686532
1389,1672248939.2591622,1672248939.254924,1672248939.2570355,1672248939.2659514,1672248939.269761
1390,1672248939.2749548,1672248939.271491,1672248939.2720006,1672248939.2819827,1672248939.2838507
1391,1672248939.2913435,1672248939.2860239,1672248939.2878892,1672248939.297738,1672248939.2994564
1392,1672248939.2913435,1672248939.2860239,1672248939.2878892,1672248939.297738,1672248939.3011463
1393,1672248939.3060882,1672248939.3034186,1672248939.3039963,1672248939.3132179,1672248939.3147354
1394,1672248939.3219464,1672248939.3180923,1672248939.3198276,1672248939.3293135,1672248939.3307354
1395,1672248939.3219464,1672248939.3180923,1672248939.3198276,1672248939.3293135,1672248939.332295
1396,1672248939.3380032,1672248939.3341212,1672248939.3356926,1672248939.3443916,1672248939.3456964
1397,1672248939.3380032,1672248939.3341212,1672248939.3356926,1672248939.3443916,1672248939.3472545
1398,1672248939.3528242,1672248939.349474,1672248939.3504856,1672248939.3594174,1672248939.3617141
1399,1672248939.36824,1672248939.3647802,1672248939.3669488,1672248939.3752592,1672248939.377647
1400,1672248939.36824,1672248939.3647802,1672248939.3669488,1672248939.3752592,1672248939.3788776
1401,1672248939.3834262,1672248939.3817706,1672248939.3830621,1672248939.3908508,1672248939.3934739
1402,1672248939.3988793,1672248939.3969417,1672248939.3986669,1672248939.4061048,1672248939.4090774
1403,1672248939.3988793,1672248939.3969417,1672248939.3986669,1672248939.4061048,1672248939.4098861
1404,1672248939.4140065,1672248939.4129698,1672248939.4148781,1672248939.4224403,1672248939.4248636
1405,1672248939.4290009,1672248939.4285865,1672248939.4295847,1672248939.438163,1672248939.4410741
1406,1672248939.4452155,1672248939.44453,1672248939.4295847,1672248939.438163,1672248939.44305
1407,1672248939.4452155,1672248939.44453,1672248939.4454484,1672248939.452908,1672248939.456157
1408,1672248939.4452155,1672248939.44453,1672248939.4454484,1672248939.452908,1672248939.4570282
1409,1672248939.4600568,1672248939.4603434,1672248939.4614527,1672248939.467929,1672248939.4712822
1410,1672248939.475411,1672248939.4759705,1672248939.4774806,1672248939.4840314,1672248939.4864671
1411,1672248939.475411,1672248939.4759705,1672248939.4774806,1672248939.4840314,1672248939.4877224
1412,1672248939.4904623,1672248939.4920602,1672248939.4932954,1672248939.4988146,1672248939.5027728
1413,1672248939.5065935,1672248939.5073252,1672248939.5080817,1672248939.5144768,1672248939.51863
1414,1672248939.5065935,1672248939.5073252,1672248939.5080817,1672248939.5144768,1672248939.5199757
1415,1672248939.52188,1672248939.5226977,1672248939.524362,1672248939.530167,1672248939.5336
1416,1672248939.5378778,1672248939.537997,1672248939.5418596,1672248939.530167,1672248939.5517218
1417,1672248939.5551636,1672248939.5543683,1672248939.5418596,1672248939.5531044,1672248939.5529149
1418,1672248939.5551636,1672248939.5543683,1672248939.556191,1672248939.5606859,1672248939.564267
1419,1672248939.5691617,1672248939.5691128,1672248939.5720599,1672248939.5764432,1672248939.5800023
1420,1672248939.5691617,1672248939.5691128,1672248939.5720599,1672248939.5764432,1672248939.5805633
1421,1672248939.584537,1672248939.5841482,1672248939.587922,1672248939.5926688,1672248939.5958939
1422,1672248939.584537,1672248939.5841482,1672248939.587922,1672248939.5926688,1672248939.5964541
1423,1672248939.5995255,1672248939.5996559,1672248939.6035573,1672248939.6092367,1672248939.612419
1424,1672248939.6149302,1672248939.6151524,1672248939.6197982,1672248939.624915,1672248939.6283355
1425,1672248939.6311247,1672248939.6316621,1672248939.6197982,1672248939.624915,1672248939.6302261
1426,1672248939.6311247,1672248939.6316621,1672248939.6342406,1672248939.6406147,1672248939.6443725
1427,1672248939.6616247,1672248939.646341,1672248939.6494699,1672248939.655642,1672248939.6597497
1428,1672248939.6616247,1672248939.6629171,1672248939.6494699,1672248939.655642,1672248939.6621308
1429,1672248939.6616247,1672248939.6636364,1672248939.6654902,1672248939.671706,1672248939.6751976
1430,1672248939.6772974,1672248939.6781933,1672248939.6813767,1672248939.6874104,1672248939.690989
1431,1672248939.6940007,1672248939.6943305,1672248939.6813767,1672248939.6874104,1672248939.6931293
1432,1672248939.6940007,1672248939.6943305,1672248939.6971679,1672248939.7034752,1672248939.7067301
1433,1672248939.6940007,1672248939.6943305,1672248939.6971679,1672248939.7034752,1672248939.7077801
1434,1672248939.7091358,1672248939.7102256,1672248939.713278,1672248939.7195423,1672248939.7228858
1435,1672248939.7250917,1672248939.7253196,1672248939.7291431,1672248939.7353263,1672248939.738817
1436,1672248939.7250917,1672248939.7253196,1672248939.7291431,1672248939.7353263,1672248939.7397928
1437,1672248939.7415602,1672248939.741778,1672248939.745214,1672248939.750452,1672248939.7545938
1438,1672248939.7555902,1672248939.7562842,1672248939.7610562,1672248939.7659538,1672248939.769518
1439,1672248939.7555902,1672248939.7562842,1672248939.7610562,1672248939.7659538,1672248939.7698987
1440,1672248939.7716568,1672248939.7714934,1672248939.7767293,1672248939.7812154,1672248939.7854843
1441,1672248939.7870376,1672248939.786665,1672248939.7767293,1672248939.7812154,1672248939.7872894
1442,1672248939.7870376,1672248939.786665,1672248939.7918916,1672248939.7965481,1672248939.8010244
1443,1672248939.8022828,1672248939.8031023,1672248939.8080876,1672248939.8127909,1672248939.8164983
1444,1672248939.8022828,1672248939.8031023,1672248939.8080876,1672248939.8127909,1672248939.8174608
1445,1672248939.8182182,1672248939.8192933,1672248939.824011,1672248939.8289595,1672248939.8323174
1446,1672248939.8345313,1672248939.833949,1672248939.8400505,1672248939.845076,1672248939.8478334
1447,1672248939.848945,1672248939.8500948,1672248939.8400505,1672248939.845076,1672248939.8493073
1448,1672248939.8647425,1672248939.8651152,1672248939.855514,1672248939.8607287,1672248939.8633058
1449,1672248939.8647425,1672248939.8651152,1672248939.872006,1672248939.8767483,1672248939.878904
1450,1672248939.8647425,1672248939.8651152,1672248939.872006,1672248939.8767483,1672248939.8800118
1451,1672248939.8816638,1672248939.8811078,1672248939.8877156,1672248939.892277,1672248939.8938217
1452,1672248939.8960216,1672248939.8958545,1672248939.903893,1672248939.9075565,1672248939.9099946
1453,1672248939.912563,1672248939.9121234,1672248939.903893,1672248939.9075565,1672248939.9115124
1454,1672248939.912563,1672248939.9121234,1672248939.9198601,1672248939.923011,1672248939.9260933
1455,1672248939.9273152,1672248939.9294374,1672248939.9198601,1672248939.923011,1672248939.9284356
1456,1672248939.9273152,1672248939.9294374,1672248939.935595,1672248939.9385183,1672248939.9412901
1457,1672248939.9433365,1672248939.943587,1672248939.951695,1672248939.9545608,1672248939.9569874
1458,1672248939.9433365,1672248939.943587,1672248939.951695,1672248939.9545608,1672248939.9581885
1459,1672248939.959449,1672248939.959029,1672248939.9676893,1672248939.970661,1672248939.9721928
1460,1672248939.9740293,1672248939.9749603,1672248939.982736,1672248939.985877,1672248939.9884784
1461,1672248939.9908347,1672248939.9749603,1672248939.982736,1672248939.985877,1672248939.9900436
1462,1672248939.9908347,1672248939.9920983,1672248939.9983406,1672248940.0012624,1672248940.0043957
1463,1672248940.0063984,1672248940.0061636,1672248940.0147715,1672248940.0166547,1672248940.0194185
1464,1672248940.0215986,1672248940.0218732,1672248940.0147715,1672248940.0166547,1672248940.021113
1465,1672248940.036277,1672248940.0225203,1672248940.0299506,1672248940.0327597,1672248940.0356452
1466,1672248940.036277,1672248940.0380838,1672248940.0299506,1672248940.0327597,1672248940.0383039
1467,1672248940.0523257,1672248940.0380838,1672248940.0458634,1672248940.047067,1672248940.051081
1468,1672248940.0675223,1672248940.053274,1672248940.0625856,1672248940.0641534,1672248940.0668392
1469,1672248940.0675223,1672248940.053274,1672248940.0625856,1672248940.0641534,1672248940.0684278
1470,1672248940.0675223,1672248940.0698621,1672248940.0778215,1672248940.0792649,1672248940.0827785
1471,1672248940.0981598,1672248940.0995083,1672248940.0943155,1672248940.0946157,1672248940.0985224
1472,1672248940.0981598,1672248940.0995083,1672248940.0943155,1672248940.0946157,1672248940.1006708
1473,1672248940.113574,1672248940.1140685,1672248940.1101387,1672248940.1105778,1672248940.1143339
1474,1672248940.1291387,1672248940.1306646,1672248940.1261594,1672248940.1256354,1672248940.1299276
1475,1672248940.1291387,1672248940.1306646,1672248940.1261594,1672248940.1256354,1672248940.1320555
1476,1672248940.1442866,1672248940.1462657,1672248940.1423814,1672248940.1410062,1672248940.145637
1477,1672248940.1442866,1672248940.1462657,1672248940.1423814,1672248940.1410062,1672248940.1473224
1478,1672248940.1599374,1672248940.1615267,1672248940.1579177,1672248940.1567209,1672248940.1617622
1479,1672248940.1748593,1672248940.1768317,1672248940.1743376,1672248940.172105,1672248940.1779056
1480,1672248940.1748593,1672248940.1768317,1672248940.1743376,1672248940.172105,1672248940.1790948
1481,1672248940.1906133,1672248940.1921194,1672248940.1905074,1672248940.1873267,1672248940.19357
1482,1672248940.205721,1672248940.2074263,1672248940.2058308,1672248940.2033389,1672248940.2094283
1483,1672248940.205721,1672248940.2074263,1672248940.2058308,1672248940.2033389,1672248940.2112603
1484,1672248940.22153,1672248940.2234485,1672248940.2221618,1672248940.218621,1672248940.2246926
1485,1672248940.2362728,1672248940.2386518,1672248940.2377548,1672248940.235113,1672248940.2405214
1486,1672248940.2362728,1672248940.2386518,1672248940.2377548,1672248940.235113,1672248940.241898
1487,1672248940.251546,1672248940.2542086,1672248940.2540252,1672248940.250413,1672248940.256558
1488,1672248940.251546,1672248940.2542086,1672248940.2540252,1672248940.250413,1672248940.2568624
1489,1672248940.2662258,1672248940.2704298,1672248940.2696784,1672248940.2661872,1672248940.2720003
1490,1672248940.2829645,1672248940.2851799,1672248940.2856772,1672248940.2831411,1672248940.28808
1491,1672248940.2829645,1672248940.2851799,1672248940.2856772,1672248940.2831411,1672248940.2903144
1492,1672248940.2978096,1672248940.3002667,1672248940.3018436,1672248940.297108,1672248940.3035362
1493,1672248940.3138173,1672248940.3165655,1672248940.3176618,1672248940.3130717,1672248940.3192275
1494,1672248940.3138173,1672248940.3165655,1672248940.3176618,1672248940.3130717,1672248940.3212326
1495,1672248940.32854,1672248940.3323581,1672248940.3324704,1672248940.3282027,1672248940.335243
1496,1672248940.3440804,1672248940.3485703,1672248940.3484788,1672248940.3443215,1672248940.3510273
1497,1672248940.3440804,1672248940.3485703,1672248940.3484788,1672248940.3443215,1672248940.3527741
1498,1672248940.3601258,1672248940.3636796,1672248940.364151,1672248940.3584023,1672248940.366085
1499,1672248940.3601258,1672248940.3636796,1672248940.364151,1672248940.3584023,1672248940.3663728
1500,1672248940.3752768,1672248940.3798912,1672248940.3795896,1672248940.3759346,1672248940.3824534
1501,1672248940.39161,1672248940.3958614,1672248940.3954847,1672248940.39101,1672248940.3981264
1502,1672248940.39161,1672248940.3958614,1672248940.3954847,1672248940.39101,1672248940.3995
1503,1672248940.4058557,1672248940.4117675,1672248940.4115443,1672248940.4060779,1672248940.414272
1504,1672248940.4212434,1672248940.4270778,1672248940.4273326,1672248940.423004,1672248940.4302862
1505,1672248940.4212434,1672248940.4270778,1672248940.4273326,1672248940.423004,1672248940.4309797
1506,1672248940.4368489,1672248940.4426732,1672248940.4433568,1672248940.4370375,1672248940.446226
1507,1672248940.4368489,1672248940.4426732,1672248940.4433568,1672248940.4370375,1672248940.447787
1508,1672248940.4528384,1672248940.458445,1672248940.4592617,1672248940.4534311,1672248940.4611015
1509,1672248940.4684021,1672248940.4734142,1672248940.475921,1672248940.4679408,1672248940.4767282
1510,1672248940.4684021,1672248940.4734142,1672248940.475921,1672248940.4679408,1672248940.4782016
1511,1672248940.484925,1672248940.4886582,1672248940.491285,1672248940.4840436,1672248940.4924705
1512,1672248940.5002575,1672248940.504594,1672248940.5071647,1672248940.5004747,1672248940.5075636
